		
1B	Saragassum sp.	10.5513981628
20B	Saragassum sp.	0.1870036103
20C	Saragassum sp.	0.1764959388
21B	Saragassum sp.	2.1097534463
21C	Saragassum sp.	2.0475416829
24A	Saragassum sp.	1.9101832503
24B	Saragassum sp.	2.907550323
24C	Saragassum sp.	3.9744152929
