		
1C	Padina sp.	2.7498529222
2C	Padina sp.	4.2699736776
3A	Padina sp.	0.6016278616
3C	Padina sp.	1.9851856625
5B	Padina sp.	2.4121250042
5C	Padina sp.	3.8124221777
6B	Padina sp.	1.647359934
7A	Padina sp.	9.3520537483
8B	Padina sp.	1.6661330002
9B	Padina sp.	1.6863842879
9C	Padina sp.	1.9150688149
21C	Padina sp.	10.3159003652
24C	Padina sp.	3.6761162961
28A	Padina sp.	7.16759508
28B	Padina sp.	2.6714921323
28C	Padina sp.	8.6442317677
33A	Padina sp.	4.7283591587
